EntropyAverage,EntropyStd,EntropyMedian,EntropyMin,EntropyMax,VAverage,VStd,VMedian,VMin,VMax,reward,step
-0.031970888609066606,0.0029205498285897777,-0.03365634009242058,-0.033661432564258575,-0.026911508291959763,22.11882945895195,8.181436511537658,26.441482543945312,3.0524871349334717,26.80957794189453,36.0,3
-0.0240758940577507,0.011638947263805688,-0.033360257744789124,-0.03351041302084923,-0.006733359768986702,16.11946337223053,12.750409696615584,26.48649024963379,0.4849305748939514,26.583087921142578,16.0,8
-0.02672945475205779,0.006763034841231343,-0.026800871826708317,-0.03354411572217941,-0.019771959632635117,15.368575304746628,11.571576428128392,16.782522439956665,1.0729678869247437,26.836288452148438,14.0,14
-0.029105383592347305,0.00741270368182122,-0.033508043736219406,-0.03364434093236923,-0.013457059860229492,18.62748122215271,11.285616940835776,26.282716751098633,2.497157096862793,27.18048095703125,24.0,18
-0.02538072010502219,0.010709480695737184,-0.033278677612543106,-0.03361130505800247,-0.006733340676873922,16.14657506942749,12.577028033723758,26.28057098388672,0.4860895872116089,26.50583839416504,17.0,25
-0.028140875045210123,0.008485912109678327,-0.03274309262633324,-0.03362101688981056,-0.013456298038363457,15.635377764701843,10.951903433955378,16.66389226913452,2.495110034942627,26.718616485595703,15.0,27
-0.030582571919593547,0.008470596870008944,-0.03356827795505524,-0.03363732993602753,-0.006624690257012844,23.67598181300693,8.15828208549746,26.546829223632812,0.6022746562957764,26.71979331970215,39.0,33
-0.030469693285836416,0.0077430964399283885,-0.03352703899145126,-0.0336388424038887,-0.006732400972396135,23.120998073707927,7.89559972806671,26.53072738647461,0.6353210806846619,26.73154067993164,48.0,40
-0.030173371080309153,0.003310899263525056,-0.030134575441479683,-0.033608343452215195,-0.02681598998606205,17.589009642601013,9.849958719707551,20.535070419311523,2.7432475090026855,26.54265022277832,16.0,45
-0.02838330063968897,0.009319217598340855,-0.033560313284397125,-0.03358658030629158,-0.006733364425599575,19.453375658818654,11.310796090343475,26.597949981689453,0.499361127614975,26.626737594604492,28.0,51
-0.028067346289753915,0.010667331985583626,-0.03333789110183716,-0.033557992428541183,-0.006733400747179985,17.320908272266387,11.423674679087112,26.462371826171875,0.4965057969093323,26.560760498046875,19.0,56
-0.030498654892047245,0.003604308301245121,-0.03249763324856758,-0.03355990722775459,-0.025438424199819565,18.51601807276408,11.183309191333885,26.37300682067871,2.7005391120910645,26.47450828552246,12.0,58
-0.02934234606800601,0.008823574356873679,-0.03351275622844696,-0.03361033648252487,-0.006732990499585867,20.348955523222685,10.86361903927817,26.550909996032715,0.49392685294151306,26.74411392211914,33.0,65
-0.027912962902337312,0.01059359988907107,-0.03318442404270172,-0.03360076993703842,-0.006733024958521128,17.286649668216704,11.465977250549882,26.499326705932617,0.4944670796394348,26.545557022094727,19.0,69
-0.032946638097720485,0.001759924664912989,-0.03351457789540291,-0.03362442925572395,-0.026657650247216225,24.81718795640128,6.171379836119841,26.53108787536621,2.5673327445983887,26.651002883911133,67.0,78
-0.026347291733448703,0.010072404016796028,-0.032380999997258186,-0.033577483147382736,-0.006733103189617395,17.938471098740894,12.103185147903245,26.484126091003418,0.49594080448150635,26.509872436523438,22.0,83
-0.02554342212776343,0.011117090663496408,-0.03312171436846256,-0.03346150740981102,-0.006691069342195988,18.178091953198116,11.696258234896796,26.393810272216797,0.8574995398521423,26.527421951293945,21.0,87
-0.027631132304668425,0.0077416855210958885,-0.031917598098516464,-0.03348595276474953,-0.012916043400764465,18.93363473415375,10.108363929041044,26.297061920166016,0.9289587736129761,26.485431671142578,19.0,91
-0.027772708175083,0.008046903029526077,-0.03307044506072998,-0.03356026113033295,-0.013397719711065292,19.025672296682995,10.823757291874122,26.498641967773438,1.0375667810440063,26.736083984375,23.0,97
-0.02985449437983334,0.005745555673162834,-0.0329489391297102,-0.0335678830742836,-0.019772840663790703,20.948257625102997,9.885033826379303,26.570878982543945,1.2769513130187988,26.847522735595703,34.0,106
-0.021508756675757468,0.011881561933904014,-0.023145604878664017,-0.03340015560388565,-0.006343661341816187,14.058046519756317,12.339492495447775,14.40132761001587,0.9770066738128662,26.452524185180664,11.0,110
-0.03255319478921592,0.0021774082450544455,-0.03348171338438988,-0.03364177793264389,-0.02688789553940296,22.34159427881241,7.363883233116925,26.40384578704834,5.774059772491455,26.49319076538086,37.0,117
-0.030322595898594176,0.007071902735015362,-0.03336436301469803,-0.033611588180065155,-0.01303878054022789,22.813964997019088,8.829410277759237,26.411052703857422,1.1866790056228638,26.504316329956055,30.0,121
-0.029198311269283295,0.00535262194632839,-0.03326152265071869,-0.033358316868543625,-0.02018589898943901,17.7177273273468,10.740251894205587,26.3238582611084,2.4965851306915283,26.485336303710938,20.0,126
-0.02281038905493915,0.011215874004096462,-0.025448065251111984,-0.033612556755542755,-0.00673286896198988,13.660275757312775,12.730478365150605,13.851269543170929,0.5026317834854126,26.435932159423828,12.0,129
-0.02781312633305788,0.008169100625914267,-0.03334963507950306,-0.03355458751320839,-0.013446241617202759,18.250964721043903,11.528768929746347,26.307991981506348,1.4509875774383545,26.500871658325195,23.0,133
-0.021415436640381813,0.008067276249115077,-0.018349381163716316,-0.032465338706970215,-0.013431590050458908,10.057904442151388,11.49901188499002,2.4495809078216553,1.4151400327682495,26.308992385864258,8.0,136
-0.02629334107041359,0.008201119264759225,-0.03225714713335037,-0.03353631868958473,-0.013443715870380402,16.59023995399475,11.947766742427387,26.2459716796875,1.4781262874603271,26.51484489440918,18.0,139
-0.025319419987499713,0.00976814110684579,-0.032822441309690475,-0.033547837287187576,-0.01328191813081503,16.514916515350343,11.935451245877577,26.145084381103516,1.367666244506836,26.403892517089844,17.0,143
-0.02624794887378812,0.006912579208485108,-0.026422962546348572,-0.03358511999249458,-0.018560750409960747,15.178612738847733,11.205198940224568,16.50385284423828,1.4624844789505005,26.244260787963867,14.0,146
-0.023497143853455783,0.011345655209534792,-0.030905136838555336,-0.0335107296705246,-0.006393979769200087,16.501321578025816,11.940487734729281,26.061634063720703,1.3190027475357056,26.456396102905273,16.0,149
-0.025714620326956112,0.005393482940174376,-0.026517163962125778,-0.03188232332468033,-0.018744373694062233,14.109728654225668,10.087036282332566,14.38413143157959,1.6207671165466309,26.32428741455078,10.0,153
-0.025246476754546165,0.009846204658259701,-0.0331868901848793,-0.033363327383995056,-0.012930994853377342,16.508468508720398,11.855906250138698,26.06774139404297,1.5504177808761597,26.246850967407227,17.0,156
-0.031403696430580955,0.004602337518593631,-0.03336894139647484,-0.033606357872486115,-0.020172175019979477,20.498854773385183,9.223790309176742,26.292760848999023,5.072910308837891,26.464462280273438,31.0,163
-0.028072362144788105,0.006877419798133845,-0.03272949904203415,-0.03313849866390228,-0.018349088728427887,17.87845762570699,11.469672670065497,25.973459243774414,1.6579005718231201,26.004013061523438,11.0,165
-0.02525404654443264,0.008472797137723776,-0.029422251507639885,-0.03289886936545372,-0.013441018760204315,11.322833061218262,10.752289568603096,5.062367916107178,2.452126979827881,26.454004287719727,10.0,168
-0.03333500623703003,0.00023507451655663635,-0.033465370535850525,-0.03361425921320915,-0.03296985849738121,22.02714338302612,8.482664536141543,26.220272064208984,5.062953472137451,26.40983772277832,23.0,173
-0.026580019970424473,0.01154937396231855,-0.03308363817632198,-0.03357215225696564,-0.006580651272088289,20.065006345510483,10.649315106587988,26.021440505981445,1.6247085332870483,26.592435836791992,14.0,176
-0.024299714248627424,0.010701492480124176,-0.029240259900689125,-0.03252039849758148,-0.006197938695549965,17.165523052215576,10.123364800392421,20.312813758850098,1.6926116943359375,26.343852996826172,13.0,179
