EntropyAverage,EntropyStd,EntropyMedian,EntropyMin,EntropyMax,VAverage,VStd,VMedian,VMin,VMax,reward,step
-0.02800832975966235,0.009828145622109827,-0.03356902115046978,-0.03365331143140793,-0.00671705836430192,20.414351006348927,9.90866378748238,26.367602348327637,0.6171532869338989,27.47378158569336,23.0,3
-0.026729168370366096,0.005520882452889412,-0.02689714916050434,-0.03340528532862663,-0.019885070621967316,13.802814364433289,10.38675315628625,14.010841369628906,0.9789539575576782,26.41864776611328,10.0,8
-0.02850550413131714,0.008685407338940467,-0.03346298821270466,-0.03363288938999176,-0.013463150709867477,15.806891560554504,11.306992822209619,16.67287039756775,2.5043325424194336,27.377492904663086,15.0,12
-0.030651039576956203,0.0071137419455676075,-0.03358353301882744,-0.03365105763077736,-0.013228612020611763,22.764178024871008,9.09638235517491,26.483381271362305,0.49475589394569397,26.885618209838867,30.0,18
-0.025015628430992365,0.008699146895571476,-0.026671195402741432,-0.03354102000594139,-0.013179102912545204,15.326239258050919,11.750404762693941,16.783921480178833,0.6834737062454224,27.053640365600586,13.0,24
-0.030154445208609104,0.005175714876630646,-0.0335181150585413,-0.03365412726998329,-0.020178664475679398,19.335801760355633,10.295144334959437,26.479965209960938,2.8316287994384766,26.670917510986328,25.0,29
-0.02177742507774383,0.011981921018668844,-0.023389498703181744,-0.033597491681575775,-0.006733211223036051,13.425605550408363,12.911085261447148,13.371499568223953,0.4859657287597656,26.47345733642578,11.0,34
-0.027745926220502173,0.009789422533228833,-0.033518463373184204,-0.03364438936114311,-0.006568845361471176,20.043188665594375,10.440633037320012,26.468854904174805,0.6366097331047058,26.855449676513672,27.0,42
-0.026748132426291704,0.008352506017550405,-0.030143174342811108,-0.03365567699074745,-0.01305050402879715,17.21892151236534,10.73527814342401,20.703648567199707,0.6979860067367554,26.770402908325195,14.0,46
-0.026756149406234424,0.005435657498089939,-0.026616856455802917,-0.03348199650645256,-0.020169595256447792,11.96943187713623,10.266456131679776,6.778720378875732,2.822021007537842,26.307554244995117,10.0,49
-0.024548687351246674,0.012683797101105568,-0.03338566981256008,-0.03365070000290871,-0.006492664571851492,18.05230948328972,12.311064774353447,26.54795551300049,0.5062878131866455,26.997488021850586,20.0,55
-0.028909893085559208,0.003251944643532042,-0.026923436671495438,-0.0334952250123024,-0.02631101757287979,14.449059009552002,9.513377857202775,14.466568946838379,2.788853168487549,26.091754913330078,11.0,60
-0.022789425496011973,0.013145864624817453,-0.03341946005821228,-0.03361031785607338,-0.00664517842233181,16.311332535743713,12.789902120240981,26.688501358032227,0.5122880339622498,26.875362396240234,15.0,65
-0.027948953832189243,0.009838401895042021,-0.033438751474022865,-0.033642590045928955,-0.006622545421123505,20.442120333512623,9.8486157027994,26.664487838745117,0.8103176355361938,26.999500274658203,23.0,68
-0.03131272767980894,0.00310340103787722,-0.03337936848402023,-0.03363252431154251,-0.02692629024386406,16.0163672765096,8.478384628767186,14.825370788574219,6.279360771179199,26.94437026977539,12.0,72
-0.02854676218703389,0.008783943420261271,-0.03360031731426716,-0.03365379571914673,-0.013332618400454521,20.448497906327248,11.275414542788564,26.837258338928223,0.9216828942298889,27.197792053222656,15.0,76
-0.029124253739913303,0.006311492303756513,-0.03353264555335045,-0.03364143893122673,-0.020198676735162735,13.08708143234253,8.830573897418622,6.973328113555908,6.713418960571289,25.57449722290039,11.0,78
-0.03192455507814884,0.0029530247009182577,-0.03361564502120018,-0.03365698829293251,-0.026809941977262497,20.326623916625977,10.185399310557255,26.054699897766113,2.688274383544922,26.508821487426758,17.0,81
-0.028424063956158027,0.009923678975457633,-0.03365739434957504,-0.033666081726551056,-0.006733190733939409,20.94723591539595,10.79025001355931,26.505361557006836,0.48500049114227295,27.336647033691406,36.0,88
-0.02962011732161045,0.005386107486233861,-0.03365293890237808,-0.03366591036319733,-0.0201990008354187,17.925338459014892,10.775206547246823,25.95839500427246,2.6328253746032715,27.401037216186523,20.0,95
-0.024232530035078526,0.011737896181827544,-0.03365253284573555,-0.0336650013923645,-0.006733255460858345,15.990908569097519,12.586914209765316,25.68880844116211,0.4778577387332916,27.293590545654297,16.0,102
-0.03141586575657129,0.005015852778058684,-0.0336579866707325,-0.03366667777299881,-0.020200086757540703,19.60444951057434,9.237666756328156,25.988422393798828,6.143152713775635,26.364906311035156,26.0,108
-0.02917690637211005,0.010037341625845088,-0.03366551175713539,-0.033667128533124924,-0.006732728332281113,22.36531760295232,9.568459888691752,26.527915000915527,0.9757839441299438,26.99681282043457,24.0,115
-0.03198156226426363,0.002914391576349352,-0.033663198351860046,-0.03366616368293762,-0.026933688670396805,18.372207760810852,8.6317434050145,20.50249671936035,5.920267581939697,26.563570022583008,17.0,119
-0.026932545588351786,0.011662452468529972,-0.03366576507687569,-0.03366606682538986,-0.006732585374265909,20.3087839782238,11.109999948803285,26.438504219055176,1.0755270719528198,27.28260040283203,14.0,125
-0.03096957542002201,0.0061724287752927855,-0.03366418369114399,-0.033666808158159256,-0.01345786638557911,22.925861096382143,8.023583212996847,26.427860260009766,1.3174669742584229,27.194272994995117,44.0,131
-0.029170162975788116,0.0063433698572785135,-0.03365261107683182,-0.03365859389305115,-0.020199283957481384,13.1117844581604,9.499959130806147,7.126584529876709,5.687721252441406,26.521047592163086,11.0,137
-0.031411477364599705,0.005026432185970304,-0.033664047718048096,-0.03366520255804062,-0.020172053948044777,22.01227613290151,9.329249888340025,26.074027061462402,1.1689460277557373,26.751863479614258,26.0,145
-0.026916217990219593,0.00951051584111386,-0.033626995980739594,-0.033655330538749695,-0.01346632745116949,11.19115424156189,9.980052378337534,5.93621826171875,2.4743988513946533,25.162845611572266,10.0,146
-0.028610175475478172,0.008749276103914364,-0.03365922532975674,-0.03366626426577568,-0.013455986976623535,19.60496860742569,10.856552937356703,25.50344753265381,0.8265135288238525,26.58646583557129,15.0,148
-0.027892158100647584,0.009809123961958252,-0.033662982285022736,-0.0336664542555809,-0.006729676388204098,19.647278130054474,10.084127352040511,25.56744384765625,0.8645102381706238,26.459625244140625,27.0,153
-0.032314606755971906,0.002690670091642248,-0.033659037202596664,-0.033666376024484634,-0.026933282613754272,20.04699878692627,8.861160401949421,26.471784591674805,5.441666603088379,27.16668128967285,22.0,159
-0.024688084765026968,0.012696199211823049,-0.033665142953395844,-0.03366616368293762,-0.006732947658747435,17.6221541762352,11.765737072470495,25.484237670898438,0.9911287426948547,26.391096115112305,9.0,162
-0.03231736868619919,0.0026940803117878505,-0.03366499952971935,-0.033666353672742844,-0.026924874633550644,23.023366332054138,7.582619696156148,26.54341220855713,2.7411983013153076,27.14854621887207,46.0,169
